Alim_T_out_exp,Alim_T_out_phy,Alim_T_out_hrnn_oof,Ref_T_out_exp,Ref_T_out_phy,Ref_T_out_hrnn_oof,Flux_exp,Flux_phy,Flux_hrnn_oof
31.8531,33.51289005,31.63765525817871,64.642,64.02691105,64.69772338867188,1.1351,1.165638099,1.1955711841583252
32.2986,34.05060073,32.386592864990234,54.6964,53.45855084,55.27295684814453,1.2746,1.128744853,1.2051688432693481
32.2969,34.04243825,32.37874221801758,54.6355,53.46109958,55.27914810180664,1.225,1.128881178,1.2055299282073975
32.2969,34.02824985,32.36581802368164,54.6153,53.45158337,55.273826599121094,1.1631,1.129252231,1.2049202919006348
32.6495,34.56036736,32.59451675415039,60.2257,59.23546079,60.49658203125,1.3265,1.285898673,1.3218731880187988
32.6378,34.55635923,32.59214401245117,60.2909,59.2553327,60.51707077026367,1.2746,1.289580282,1.3242638111114502
32.5881,34.53293266,32.569374084472656,60.3142,59.22624973,60.494178771972656,1.3099,1.288580809,1.3236489295959473
32.6478,33.90896267,32.492733001708984,56.6433,56.15984772,57.15925979614258,0.9072,0.9491579236,0.9062080979347229
32.5728,33.8502572,32.438724517822266,56.6653,56.13961498,57.170135498046875,0.8978,0.9498502937,0.9059545397758484
32.4079,33.72854196,32.322669982910156,56.6076,56.13104901,57.21162796020508,1.0482,0.9531437142,0.9071089625358582
33.821,35.68087455,33.82522964477539,60.2526,59.25131125,60.53704071044922,1.654,1.680219506,1.7115395069122314
